DATETIMEINFOADDED(PT),Ingestor,1stAuditor,2ndAuditor
2018-06-14 15:06:00.976308,andrewmatthews,wonjun,
2018-06-14 15:06:00.976308,jjoines,wonjun,
2018-06-14 15:06:00.976338,wonjun,jjoines,
2018-06-14 15:06:00.976338,rpickens,wonjun,
2018-06-14 15:06:00.976366,wonjun,jjoines,
2018-06-14 15:06:00.976366,rpickens,wonjun,
2018-06-14 15:06:00.976395,wonjun,jjoines,
2018-06-14 15:06:00.976395,rpickens,wonjun,
2018-06-14 15:06:00.976423,andrewmatthews,wonjun,
2018-06-14 15:06:00.976423,rpickens,wonjun,
2018-06-14 15:06:00.976451,wonjun,jjoines,
2018-06-14 15:06:00.976451,rpickens,wonjun,
2018-06-14 15:06:00.976480,wonjun,jjoines,
2018-06-14 15:06:00.976480,rpickens,wonjun,
2018-06-14 15:06:00.976508,andrewmatthews,wonjun,
2018-06-14 15:06:00.976508,rpickens,wonjun,
2018-06-14 15:06:00.976536,andrewmatthews,wonjun,
2018-06-14 15:06:00.976536,rpickens,wonjun,
2018-06-14 15:06:00.976564,wonjun,jjoines,
2018-06-14 15:06:00.976564,rpickens,wonjun,
2018-06-14 15:06:00.976592,wonjun,jjoines,
2018-06-14 15:06:00.976592,rpickens,wonjun,
2018-06-14 15:06:00.976620,andrewmatthews,wonjun,
2018-06-14 15:06:00.976620,rpickens,wonjun,
2018-06-14 15:06:00.976649,wonjun,jjoines,
2018-06-14 15:06:00.976649,rpickens,wonjun,
2018-06-14 15:06:00.976681,wonjun,jjoines,
2018-06-14 15:06:00.976681,rpickens,wonjun,
2018-06-14 15:06:00.976715,andrewmatthews,wonjun,
2018-06-14 15:06:00.976715,rpickens,wonjun,
2018-06-14 15:06:00.976746,yoselinne,wonjun,
2018-06-14 15:06:00.976746,rpickens,wonjun,
2018-06-14 15:06:00.976774,yoselinne,wonjun,
2018-06-14 15:06:00.976774,rpickens,wonjun,
2018-06-14 15:06:00.976815,yoselinne,wonjun,
2018-06-14 15:06:00.976815,rpickens,wonjun,
2018-06-14 15:06:00.976846,yoselinne,wonjun,
2018-06-14 15:06:00.976846,rpickens,wonjun,
2018-06-14 15:06:00.976874,yoselinne,wonjun,
2018-06-14 15:06:00.976874,rpickens,wonjun,
2018-06-14 15:06:00.976902,rpickens,wonjun,
2018-06-14 15:06:00.976902,rpickens,wonjun,
2018-06-14 15:06:00.976930,rpickens,wonjun,
2018-06-14 15:06:00.976930,rpickens,wonjun,
2018-06-14 15:06:00.976958,rpickens,wonjun,
2018-06-14 15:06:00.976958,rpickens,wonjun,
2018-06-14 15:06:00.976987,rpickens,wonjun,
2018-06-14 15:06:00.976987,rpickens,wonjun,
2018-06-14 15:06:00.977016,rpickens,wonjun,
2018-06-14 15:06:00.977016,rpickens,wonjun,
2018-06-14 15:06:00.977044,rpickens,wonjun,
2018-06-14 15:06:00.977044,rpickens,wonjun,
2018-06-14 15:06:00.977071,rpickens,wonjun,
2018-06-14 15:06:00.977071,rpickens,wonjun,
2018-06-14 15:06:00.977099,rpickens,wonjun,
2018-06-14 15:06:00.977099,rpickens,wonjun,
2018-06-14 15:06:00.977129,lamhelen,wonjun,
2018-06-14 15:06:00.977129,rpickens,wonjun,
2018-06-14 15:06:00.977158,lamhelen,wonjun,
2018-06-14 15:06:00.977158,rpickens,wonjun,
2018-06-14 15:06:00.977186,lamhelen,wonjun,
2018-06-14 15:06:00.977186,rpickens,wonjun,
2018-06-14 15:06:00.977213,lamhelen,wonjun,
2018-06-14 15:06:00.977213,lamhelen,gpiedra,
2018-06-14 15:06:00.977267,lamhelen,wonjun,
2018-06-14 15:06:00.977267,lamhelen,gpiedra,
2018-06-14 15:06:00.977303,lamhelen,wonjun,
2018-06-14 15:06:00.977303,lamhelen,gpiedra,
2018-06-14 15:06:00.977334,lamhelen,wonjun,
2018-06-14 15:06:00.977334,lamhelen,grewaln,
2018-06-14 15:06:00.977362,lamhelen,wonjun,
2018-06-14 15:06:00.977362,lamhelen,gpiedra,
2018-06-14 15:06:00.977391,lamhelen,wonjun,
2018-06-14 15:06:00.977391,lamhelen,gpiedra,
2018-06-14 15:06:00.977420,lamhelen,wonjun,
2018-06-14 15:06:00.977420,lamhelen,grewaln,
2018-06-14 15:06:00.977449,lamhelen,wonjun,
2018-06-14 15:06:00.977449,lamhelen,grewaln,
2018-06-14 15:06:00.977477,lamhelen,wonjun,
2018-06-14 15:06:00.977477,rpickens,gpiedra,
2018-06-14 15:06:00.977506,lamhelen,wonjun,
2018-06-14 15:06:00.977506,rpickens,gpiedra,
2018-06-14 15:06:00.977533,rpickens,grewaln,
2018-06-14 15:06:00.977533,rpickens,gpiedra,
2018-06-14 15:06:00.977570,rpickens,wonjun,
2018-06-14 15:06:00.977570,rpickens,gpiedra,
2018-06-14 15:06:00.977598,rpickens,wonjun,
2018-06-14 15:06:00.977598,rpickens,gpiedra,
2018-06-14 15:06:00.977626,rpickens,wonjun,
2018-06-14 15:06:00.977626,rpickens,grewaln,
2018-06-14 15:06:00.977654,rpickens,wonjun,
2018-06-14 15:06:00.977654,rpickens,grewaln,
2018-06-14 15:06:00.977688,rpickens,wonjun,
2018-06-14 15:06:00.977688,rpickens,grewaln,
2018-06-14 15:06:00.977721,rpickens,wonjun,
2018-06-14 15:06:00.977721,rpickens,grewaln,
2018-06-14 15:06:00.977739,rpickens,wonjun,
2018-06-14 15:06:00.977739,rpickens,grewaln,
2018-06-14 15:06:00.977756,rpickens,gpiedra,
2018-06-14 15:06:00.977756,rpickens,grewaln,
2018-06-14 15:06:00.977772,rpickens,gpiedra,
2018-06-14 15:06:00.977772,rpickens,grewaln,
2018-06-14 15:06:00.977788,rpickens,gpiedra,
2018-06-14 15:06:00.977788,rpickens,kuanm,
2018-06-14 15:06:00.977817,rpickens,gpiedra,
2018-06-14 15:06:00.977817,rpickens,kuanm,
2018-06-14 15:06:00.977835,rpickens,kuanm,
2018-06-14 15:06:00.977835,rpickens,kuanm,
2018-06-14 15:06:00.977866,rpickens,kuanm,
2018-06-14 15:06:00.977866,rpickens,kuanm,
2018-06-14 15:06:00.977885,rpickens,kuanm,
2018-06-14 15:06:00.977885,rpickens,kuanm,
2018-06-14 15:06:00.977902,rpickens,kuanm,
2018-06-14 15:06:00.977902,rpickens,kuanm,
2018-06-14 15:06:00.977918,lamhelen,kuanm,
2018-06-14 15:06:00.977918,rpickens,kuanm,
2018-06-14 15:06:00.977946,lamhelen,kuanm,
2018-06-14 15:06:00.977946,rpickens,kuanm,
2018-06-14 15:06:00.977966,lamhelen,kuanm,
2018-06-14 15:06:00.977966,kuanm,grewaln,
2018-06-14 15:06:00.977993,rpickens,gpiedra,
2018-06-14 15:06:00.977993,rpickens,gpiedra,
2018-06-14 15:06:00.978015,rpickens,gpiedra,
2018-06-14 15:06:00.978015,rpickens,grewaln,
2018-06-14 15:06:00.978052,rpickens,gpiedra,
2018-06-14 15:06:00.978052,rpickens,grewaln,
2018-06-19 22:59:53.440940,lamhelen,yoselinne,
2018-06-19 22:59:53.441075,lamhelen,yoselinne,
2018-06-19 22:59:53.441104,lamhelen,yoselinne,
2018-06-19 22:59:53.441124,lamhelen,yoselinne,
2018-06-19 22:59:53.441144,lamhelen,yoselinne,
2018-06-19 22:59:53.441163,lamhelen,yoselinne,
2018-06-19 22:59:53.441182,floresjuan,kuanm,
2018-06-19 22:59:53.441201,floresjuan,kuanm,
2018-06-19 22:59:53.441220,floresjuan,kuanm,
2018-06-19 22:59:53.441249,floresjuan,kuanm,
2018-06-19 22:59:53.441284,floresjuan,kuanm,
2018-06-19 22:59:53.441312,floresjuan,kuanm,
2018-06-19 22:59:53.441345,floresjuan,kuanm,
2018-06-19 22:59:53.441365,floresjuan,kuanm,
2018-06-19 22:59:53.441385,rpickens,kuanm,
2018-06-19 22:59:53.441403,rpickens,wonjun,
2018-06-19 22:59:53.441422,rpickens,kuanm,
2018-06-19 22:59:53.441440,rpickens,kuanm,
2018-06-19 22:59:53.441459,lamhelen,gpiedra,
2018-06-19 22:59:53.441478,lamhelen,gpiedra,
2018-06-19 22:59:53.441496,lamhelen,gpiedra,
2018-06-19 22:59:53.441515,lamhelen,gpiedra,
2018-06-19 22:59:53.441540,rpickens,grewaln,
2018-06-19 22:59:53.441577,wonjun,grpiedra,
2018-06-19 22:59:53.441618,wonjun,gpiedra,
2018-06-19 22:59:53.441662,rpickens,wonjun,
2018-06-19 22:59:53.441688,rpickens,wonjun,
2018-06-19 22:59:53.441708,rpickens,wonjun,
2018-06-19 22:59:53.441727,rpickens,wonjun,
2018-06-19 22:59:53.441746,rpickens,wonjun,
2018-06-19 22:59:53.441770,rpickens,wonjun,
2018-06-19 22:59:53.441790,rpickens,kuanm,
2018-06-19 22:59:53.441809,lamhelen,gpiedra,
2018-06-19 22:59:53.441845,lamhelen,gpiedra,
2018-06-19 22:59:53.441885,lamhelen,gpiedra,
2018-06-19 22:59:53.441928,lamhelen,gpiedra,
2018-06-19 22:59:53.441968,rpickens,gpiedra,
2018-06-19 22:59:53.442005,rpickens,gpiedra,
2018-06-20 15:04:18.353653,jjoines,rosalies,
2018-06-20 15:04:18.353796,jjoines,rosalies,
2018-06-20 15:04:18.353930,rosalies,yoselinne,
2018-06-20 15:04:18.353968,rosalies,yoselinne,
2018-06-20 15:04:18.354047,rosalies,yoselinne,
2018-06-20 15:04:18.354087,rosalies,yoselinne,
2018-06-20 15:04:18.354126,rosalies,yoselinne,
2018-06-20 15:04:18.354161,rpickens,gpiedra,
2018-06-20 15:04:18.354196,rpickens,gpiedra,
2018-06-20 15:04:18.354231,rpickens,gpiedra,
2018-06-20 15:04:18.354270,rpickens,grewaln,
2018-06-20 15:04:18.354298,rpickens,grewaln,
2018-06-20 15:04:18.354338,rpickens,gpiedra,
2018-06-20 15:04:18.354400,rpickens,gpiedra,
2018-06-20 15:04:18.354436,rpickens,gpiedra,
2018-06-20 15:04:18.354459,rpickens,gpiedra,
2018-06-20 15:04:18.354478,rpickens,gpiedra,
2018-06-20 15:04:18.354496,rpickens,gpiedra,
2018-06-20 15:04:18.354515,rpickens,gpiedra,
2018-06-20 15:04:18.354534,rpickens,wonjun,
2018-06-20 15:04:18.354552,rpickens,wonjun,
2018-06-20 15:04:18.354575,rpickens,wonjun,
2018-06-20 15:04:18.433077,rpickens,kuanm,
2018-06-20 15:04:18.433136,rpickens,kuanm,
2018-06-20 15:04:18.433177,rpickens,kuanm,
2018-06-20 15:04:18.433216,rpickens,kuanm,
2018-06-20 15:04:18.433254,rpickens,kuanm,
2018-06-20 15:04:18.433293,rpickens,kuanm,
2018-06-21 15:03:38.720433,rpickens,wonjun,
2018-06-21 15:03:38.720587,rpickens,wonjun,
2018-06-21 15:03:38.720615,rpickens,wonjun,
2018-06-21 15:03:38.720636,rpickens,wonjun,
2018-06-21 15:03:38.720656,wonjun,kuanm,
2018-06-21 15:03:38.720676,wonjun,kuanm,
2018-06-21 15:03:38.720713,wonjun,kuanm,
2018-06-21 15:03:38.720756,wonjun,kuanm,
2018-06-21 15:03:38.720800,wonjun,kuanm,
2018-06-21 15:03:38.720842,wonjun,kuanm,
2018-06-21 15:03:38.720865,wonjun,kuanm,
2018-06-21 15:03:38.720885,wonjun,kuanm,
2018-06-21 15:03:38.720905,wonjun,kuanm,
2018-06-21 15:03:38.720934,wonjun,kuanm,
2018-06-21 15:03:38.720955,wonjun,kuanm,
2018-06-21 15:03:38.720987,wonjun,kuanm,
2018-06-21 15:03:38.721007,wonjun,kuanm,
2018-06-21 15:03:38.721027,wonjun,kuanm,
2018-06-21 15:03:38.721046,wonjun,kuanm,
2018-06-21 15:03:38.721066,wonjun,kuanm,
2018-06-21 15:03:38.721085,wonjun,kuanm,
2018-06-21 15:03:38.721104,wonjun,kuanm,
2018-06-21 15:03:38.721124,wonjun,jjoines,
2018-06-21 15:03:38.721143,wonjun,jjoines,
2018-06-21 15:03:38.721162,wonjun,jjoines,
2018-06-21 15:03:38.721200,wonjun,jjoines,
2018-06-21 15:03:38.721226,wonjun,jjoines,
2018-06-21 15:03:38.721266,wonjun,jjoines,
2018-06-21 15:03:38.721288,wonjun,jjoines,
2018-06-21 15:03:38.721314,wonjun,jjoines,
2018-06-21 15:03:38.721351,wonjun,jjoines,
2018-06-21 15:03:38.721389,wonjun,jjoines,
2018-06-21 15:03:38.721432,wonjun,jjoines,
2018-06-21 15:03:38.721476,wonjun,jjoines,
2018-06-21 15:03:38.721520,wonjun,yoselinne,
2018-06-21 15:03:38.721555,wonjun,yoselinne,
2018-06-21 15:03:38.721583,wonjun,yoselinne,
2018-06-21 15:03:38.721626,wonjun,yoselinne,
2018-06-21 15:03:38.721683,wonjun,yoselinne,
2018-06-21 15:03:38.721720,wonjun,yoselinne,
2018-06-21 15:03:38.721743,floresjuan,yoselinne,
2018-06-21 15:03:38.721763,floresjuan,yoselinne,
2018-06-21 15:03:38.721800,floresjuan,yoselinne,
2018-06-21 15:03:38.721842,floresjuan,yoselinne,
2018-06-21 15:03:38.721886,floresjuan,yoselinne,
2018-06-21 15:03:38.721916,floresjuan,yoselinne,
2018-06-21 15:03:38.721936,rpickens,yoselinne,
2018-06-21 15:03:38.721957,rpickens,yoselinne,
2018-06-21 15:03:38.721991,rpickens,yoselinne,
2018-06-21 15:03:38.722011,rpickens,yoselinne,
2018-06-21 15:03:38.722031,rpickens,yoselinne,
2018-06-21 15:03:38.722066,rpickens,yoselinne,
2018-06-21 15:03:38.722096,rpickens,grewaln,
2018-06-21 15:03:38.722136,rpickens,gpiedra,
2018-06-21 15:03:38.722180,rpickens,gpiedra,
2018-06-21 15:03:38.722211,rpickens,gpiedra,
2018-06-21 15:03:38.722250,rpickens,gpiedra,
2018-06-21 15:03:38.722293,rpickens,gpiedra,
2018-06-21 15:03:38.722338,rpickens,gpiedra,
2018-06-21 15:03:38.722385,rpickens,gpiedra,
2018-06-21 15:03:38.722432,rpickens,gpiedra,
2018-06-21 15:03:38.722468,rpickens,gpiedra,
2018-06-21 15:03:38.722510,rpickens,grewaln,
2018-06-21 15:03:38.722553,rpickens,grewaln,
2018-06-21 15:03:38.722597,rpickens,wonjun,
2018-06-21 15:03:38.722639,rpickens,gpiedra,
2018-06-21 15:03:38.722683,rpickens,gpiedra,
2018-06-21 15:03:38.722727,rpickens,gpiedra,
2018-06-21 15:03:38.722771,rpickens,gpiedra,
2018-06-21 15:03:38.722815,rpickens,gpiedra,
2018-06-21 15:03:38.722860,rpickens,gpiedra,
2018-06-21 15:03:38.722904,rpickens,gpiedra,
2018-06-21 15:03:38.722948,rpickens,gpiedra,
2018-06-21 15:03:38.723001,rpickens,gpiedra,
2018-06-21 15:03:38.723063,rpickens,gpiedra,
2018-06-21 15:03:38.723112,rpickens,gpiedra,
2018-06-21 15:03:38.723159,rpickens,gpiedra,
2018-06-21 15:03:38.723206,rpickens,gpiedra,floresjuan
2018-06-21 15:03:38.723251,rpickens,gpiedra,
2018-06-21 15:03:38.723297,rpickens,gpiedra,
2018-06-21 15:03:38.723321,rpickens,gpiedra,
2018-06-21 15:03:38.723341,rpickens,gpiedra,
2018-06-21 15:03:38.723361,rpickens,gpiedra,
2018-06-21 15:03:38.723381,rpickens,gpiedra,
2018-06-21 15:03:38.723400,rpickens,gpiedra,
2018-06-21 15:03:38.723420,rpickens,gpiedra,
2018-06-21 15:03:38.723439,rpickens,wonjun,
2018-06-21 15:03:38.723459,rpickens,wonjun,
2018-06-21 15:03:38.723492,rpickens,wonjun,
2018-06-21 15:03:38.723515,rpickens,wonjun,
2018-06-21 15:03:38.723535,rpickens,wonjun,
2018-06-21 15:03:38.723555,rpickens,wonjun,
2018-06-21 15:03:38.723574,rpickens,wonjun,
2018-06-21 15:03:38.723593,rpickens,wonjun,
2018-06-21 15:03:38.723612,rpickens,wonjun,
2018-06-21 15:03:38.723631,rpickens,wonjun,
2018-06-21 15:03:38.723652,lamhelen,wonjun,
2018-06-21 15:03:38.723685,grewaln,gpiedra,
2018-06-21 15:03:38.723722,lamhelen,wonjun,
2018-06-21 15:03:38.723760,lamhelen,wonjun,
2018-06-21 15:03:38.723798,lamhelen,wonjun,
2018-06-21 15:03:38.723832,rpickens,gpiedra,
2018-06-21 15:03:38.723870,rpickens,gpiedra,
2018-06-21 15:03:38.723891,rpickens,gpiedra,
2018-06-21 15:03:38.723911,floresjuan,,floresjuan
2018-06-21 15:03:38.723931,rpickens,gpiedra,floresjuan
2018-06-21 15:03:38.723951,rpickens,gpiedra,
2018-06-21 15:03:38.723987,rpickens,gpiedra,
2018-06-21 15:03:38.724011,rpickens,gpiedra,
2018-06-21 15:03:38.724033,rpickens,gpiedra,floresjuan
2018-06-21 15:03:38.724052,rpickens,gpiedra,
2018-06-21 15:03:38.724071,rpickens,wonjun,
2018-06-21 15:03:38.724091,rpickens,wonjun,
2018-06-21 15:03:38.724122,rpickens,wonjun,
2018-06-21 15:03:38.724167,,,floresjuan
2018-06-21 15:03:38.724198,rpickens,wonjun,
2018-06-21 15:03:38.724236,rpickens,kuanm,
2018-06-21 15:03:38.724277,floresjuan,,floresjuan
2018-06-21 15:03:38.724322,rpickens,kuanm,
2018-06-21 15:03:38.724363,rpickens,kuanm,
2018-06-21 15:03:38.724405,rpickens,kuanm,
2018-06-21 15:03:38.724444,rpickens,kuanm,
2018-06-21 15:03:38.724488,rpickens,kuanm,
2018-06-21 15:03:38.724532,rpickens,kuanm,
2018-06-21 15:03:38.724572,floresjuan,,floresjuan
2018-06-21 15:03:38.724608,rpickens,kuanm,
2018-06-21 15:03:38.724629,rpickens,kuanm,
2018-06-21 15:03:38.724663,lamhelen,gpiedra,
2018-06-21 15:03:38.724697,lamhelen,gpiedra,
2018-06-21 15:03:38.724719,lamhelen,gpiedra,
2018-06-21 15:03:38.724739,rpickens,gpiedra,
2018-06-29 14:30:23.609439,grewaln,kuanm,lminter
2018-06-29 14:30:23.609510,rpickens,kuanm,lminter
2018-06-29 14:30:23.609535,rpickens,gpiedra,lminter
2018-06-29 14:30:23.609556,floresjuan,gpiedra,
2018-06-29 14:30:23.609577,rpickens,gpiedra,lminter
2018-06-29 14:30:23.609597,floresjuan,,
2018-06-29 14:30:23.609617,rpickens,kuanm,lminter
2018-06-29 14:30:23.609637,rpickens,kuanm,lminter
2018-06-29 14:30:23.609657,floresjuan,gpiedra,
2018-06-29 14:30:23.609677,floresjuan,gpiedra,
2018-06-29 14:30:23.609703,rpickens,kuanm,lminter
2018-06-29 14:30:23.609736,floresjuan,gpiedra,
2018-06-29 14:30:23.609756,floresjuan,gpiedra,
2018-06-29 14:30:23.609779,floresjuan,gpiedra,
2018-06-29 14:30:23.609831,rpickens,wonjun,lminter
2018-06-29 14:30:23.609856,rpickens,wonjun,lminter
2018-06-29 14:30:23.609876,rpickens,wonjun,lminter
2018-06-29 14:30:23.609896,rpickens,wonjun,lminter
2018-06-29 14:30:23.609916,floresjuan,,
2018-06-29 14:30:23.609935,rpickens,wonjun,lminter
2018-06-29 14:30:23.609954,rpickens,wonjun,lminter
2018-06-29 14:30:23.609974,rpickens,wonjun,lminter
2018-06-29 14:30:23.609994,rpickens,wonjun,lminter
2018-06-29 14:30:23.610013,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610036,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610056,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610076,rpickens,grewaln,lminter
2018-06-29 14:30:23.610096,rpickens,grewaln,lminter
2018-06-29 14:30:23.610126,rpickens,grewaln,lminter
2018-06-29 14:30:23.610168,rpickens,grewaln,lminter
2018-06-29 14:30:23.610204,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610225,floresjuan,,
2018-06-29 14:30:23.610247,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610286,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610321,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610342,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610363,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610383,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610403,rpickens,grewaln,coreynichols
2018-06-29 14:30:23.610423,lminter,wonjun,grewaln
2018-06-29 14:30:23.610443,lminter,wonjun,grewaln
2018-06-29 14:30:23.610463,lminter,wonjun,grewaln
2018-06-29 14:30:23.610482,lminter,wonjun,grewaln
2018-06-29 14:30:23.610507,lminter,wonjun,grewaln
2018-06-29 14:30:23.610527,lminter,grewaln,wonjun
2018-06-29 14:30:23.610565,lminter,grewaln,wonjun
2018-06-29 14:30:23.610600,lminter,wonjun,grewaln
2018-07-11 19:24:01.052397,floresjuan,grewaln,lminter
2018-07-11 19:24:01.052397,rpickens,kuanm,lminter
2018-07-11 19:24:01.052465,rpickens,wonjun,lminter
2018-07-11 19:24:01.052465,rpickens,grewaln,lminter
2018-07-11 19:24:01.052482,rpickens,wonjun,grewaln
2018-07-11 19:24:01.052482,rpickens,kuanm,lminter
2018-07-11 19:24:01.052496,rpickens,wonjun,grewaln
2018-07-11 19:24:01.052496,rpickens,kuanm,lminter
2018-07-11 19:24:01.052509,rpickens,kuanm,lminter
2018-07-11 19:24:01.052509,rpickens,kuanm,lminter
2018-07-11 19:24:01.052522,rpickens,kuanm,lminter
2018-07-11 19:24:01.052522,rpickens,kuanm,lminter
2018-07-11 19:24:01.052535,rpickens,kuanm,lminter
2018-07-11 19:24:01.052535,rpickens,kuanm,lminter
2018-07-11 19:24:01.052548,rpickens,wonjun,lminter
2018-07-11 19:24:01.052548,rpickens,kuanm,lminter
2018-07-11 19:24:01.052562,rpickens,kuanm,lminter
2018-07-11 19:24:01.052562,rpickens,kuanm,lminter
2018-07-11 19:24:01.052575,rpickens,wonjun,lminter
2018-07-11 19:24:01.052575,rpickens,kuanm,lminter
2018-07-11 19:24:01.052588,rpickens,wonjun,lminter
2018-07-11 19:24:01.052588,rpickens,kuanm,lminter
2018-07-11 19:24:01.052605,rpickens,grewaln,lminter
2018-07-11 19:24:01.052605,rpickens,kuanm,lminter
2018-07-11 19:24:01.052628,rpickens,wonjun,lminter
2018-07-11 19:24:01.052628,rpickens,kuanm,lminter
2018-07-11 19:24:01.052651,rpickens,grewaln,lminter
2018-07-11 19:24:01.052651,rpickens,grewaln,lminter
2018-07-11 19:24:01.052674,rpickens,wonjun,lminter
2018-07-11 19:24:01.052674,rpickens,grewaln,lminter
2018-07-11 19:24:01.052696,rpickens,wonjun,lminter
2018-07-11 19:24:01.052696,rpickens,grewaln,lminter
2018-07-11 19:24:01.052739,rpickens,wonjun,lminter
2018-07-11 19:24:01.052739,rpickens,wonjun,lminter
2018-07-11 19:24:01.052758,rpickens,grewaln,lminter
2018-07-11 19:24:01.052758,rpickens,wonjun,lminter
2018-07-11 19:24:01.052771,rpickens,wonjun,lminter
2018-07-11 19:24:01.052771,rpickens,grewaln,lminter
2018-07-11 19:24:01.052784,rpickens,wonjun,lminter
2018-07-11 19:24:01.052784,rpickens,grewaln,lminter
2018-07-11 19:24:01.052797,rpickens,wonjun,lminter
2018-07-11 19:24:01.052797,rpickens,grewaln,lminter
2018-07-11 19:24:01.052809,rpickens,wonjun,lminter
2018-07-11 19:24:01.052809,rpickens,wonjun,lminter
2018-07-11 19:24:01.052822,rpickens,wonjun,lminter
2018-07-11 19:24:01.052822,rpickens,wonjun,lminter
2018-07-11 19:24:01.052841,rpickens,wonjun,lminter
2018-07-11 19:24:01.052841,rpickens,wonjun,lminter
2018-07-11 19:24:01.052855,rpickens,wonjun,lminter
2018-07-11 19:24:01.052855,rpickens,wonjun,lminter
2018-07-11 19:24:01.052868,rpickens,wonjun,lminter
2018-07-11 19:24:01.052868,rpickens,wonjun,lminter
2018-07-11 19:24:01.052881,rpickens,wonjun,lminter
2018-07-11 19:24:01.052881,rpickens,wonjun,lminter
2018-07-11 19:24:01.052894,rpickens,wonjun,lminter
2018-07-11 19:24:01.052894,rpickens,wonjun,lminter
2018-07-11 19:24:01.052907,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.052907,rpickens,wonjun,coreynichols
2018-07-11 19:24:01.052919,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.052919,rpickens,wonjun,coreynichols
2018-07-11 19:24:01.052932,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.052932,rpickens,wonjun,coreynichols
2018-07-11 19:24:01.052945,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.052945,rpickens,wonjun,lminter
2018-07-11 19:24:01.052958,rpickens,grewaln,lminter
2018-07-11 19:24:01.052958,rpickens,wonjun,lminter
2018-07-11 19:24:01.052971,rpickens,grewaln,lminter
2018-07-11 19:24:01.052971,rpickens,wonjun,lminter
2018-07-11 19:24:01.052983,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.052983,rpickens,grewaln,lminter
2018-07-11 19:24:01.052996,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.052996,rpickens,grewaln,lminter
2018-07-11 19:24:01.053009,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.053009,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.053022,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.053022,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.053034,rpickens,wonjun,coreynichols
2018-07-11 19:24:01.053034,rpickens,grewaln,coreynichols
2018-07-11 19:24:01.053047,rpickens,wonjun,coreynichols
2018-07-11 19:24:01.053047,rpickens,kuanm,lminter
2018-07-11 19:24:01.053069,rpickens,wonjun,coreynichols
2018-07-11 19:24:01.053069,rpickens,kuanm,lminter
2018-07-11 19:24:01.053094,rpickens,wonjun,coreynichols
2018-07-11 19:24:01.053094,rpickens,kuanm,lminter
2018-07-11 19:24:01.053118,rpickens,wonjun,coreynichols
2018-07-11 19:24:01.053118,rpickens,kuanm,lminter
2018-07-11 19:24:01.053132,rpickens,wonjun,coreynichols
2018-07-11 19:24:01.053132,rpickens,kuanm,lminter
2018-07-11 19:24:01.053151,rpickens,wonjun,lminter
2018-07-11 19:24:01.053151,rpickens,kuanm,lminter
2018-07-11 19:24:01.053177,rpickens,wonjun,lminter
2018-07-11 19:24:01.053177,rpickens,wonjun,lminter
2018-07-11 19:24:01.053193,rpickens,wonjun,lminter
2018-07-11 19:24:01.053193,rpickens,wonjun,lminter
2018-07-11 19:24:01.053206,rpickens,wonjun,lminter
2018-07-11 19:24:01.053206,rpickens,wonjun,lminter
2018-07-11 19:24:01.053223,rpickens,wonjun,lminter
2018-07-11 19:24:01.053223,rpickens,wonjun,lminter
2018-07-11 19:24:01.053236,rpickens,wonjun,lminter
2018-07-11 19:24:01.053236,rpickens,wonjun,lminter
2018-07-11 19:24:01.053250,rpickens,wonjun,lminter
2018-07-11 19:24:01.053250,rpickens,wonjun,lminter
2018-07-11 19:24:01.053279,rpickens,wonjun,lminter
2018-07-11 19:24:01.053279,rpickens,wonjun,lminter
2018-07-11 19:24:01.053297,lminter,grewaln,kuanm
2018-07-11 19:24:01.053297,rpickens,wonjun,lminter
2018-07-11 19:24:01.053322,lminter,grewaln,kuanm
2018-07-11 19:24:01.053322,rpickens,wonjun,lminter
2018-07-11 19:24:01.053349,lminter,grewaln,kuanm
2018-07-11 19:24:01.053349,rpickens,kuanm,lminter
2018-07-11 19:24:01.053374,rpickens,wonjun,rpickens
2018-07-11 19:24:01.053374,rpickens,kuanm,lminter
2018-07-11 19:24:01.053388,lminter,wonjun,rpickens
2018-07-11 19:24:01.053388,rpickens,kuanm,lminter
2018-07-11 19:24:01.053401,lminter,wonjun,rpickens
2018-07-11 19:24:01.053401,rpickens,kuanm,lminter
2018-07-11 19:24:01.053414,lminter,wonjun,rpickens
2018-07-11 19:24:01.053427,lminter,wonjun,rpickens
2018-07-11 19:24:01.053427,rpickens,kuanm,lminter
