DATETIMEINFOADDED(PT),Ingestor,1stAuditor,2ndAuditor
2018-08-27 16:41:43.836210,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836249,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836288,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836330,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836372,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836412,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836449,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836489,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836528,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836570,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836609,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836646,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836683,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836720,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836757,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836794,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836832,rpickens,kuanm,wonjun
2018-08-27 16:41:43.836870,rpickens,grewaln,coreynichols
2018-08-27 16:41:43.836911,rpickens,grewaln,coreynichols
2018-08-27 16:41:43.836950,rpickens,grewaln,coreynichols
2018-08-27 16:41:43.836996,rpickens,grewaln,coreynichols
2018-08-27 16:41:43.837018,rpickens,grewaln,coreynichols
2018-08-27 16:41:43.837036,lminter,rpickens,coreynichols
2018-08-27 16:41:43.837074,lminter,rpickens,coreynichols
2018-08-27 16:41:43.837109,lminter,rpickens,coreynichols
2018-08-27 16:41:43.837129,lminter,rpickens,coreynichols
2018-08-27 16:41:43.837147,lminter,rpickens,coreynichols
2018-08-27 16:41:43.837166,lminter,rpickens,coreynichols
2018-08-27 16:41:43.837203,lminter,rpickens,coreynichols
2018-08-27 16:41:43.837244,lminter,rpickens,coreynichols
2018-08-27 16:41:43.837284,lminter,rpickens,coreynichols
2018-08-27 16:41:43.837324,lminter,rpickens,coreynichols
2018-08-27 16:41:43.837361,lminter,rpickens,wonjun
2018-08-27 16:41:43.837394,lminter,rpickens,wonjun
2018-08-27 16:41:43.837429,lminter,rpickens,wonjun
2018-08-27 16:41:43.837468,lminter,rpickens,wonjun
2018-08-27 16:41:43.837507,lminter,rpickens,wonjun
2018-08-27 16:41:43.837548,lminter,rpickens,wonjun
2018-08-27 16:41:43.837585,lminter,rpickens,wonjun
2018-08-27 16:41:43.837622,lminter,rpickens,wonjun
2018-08-27 16:41:43.837661,lminter,rpickens,wonjun
2018-08-27 16:41:43.837698,lminter,rpickens,wonjun
2018-08-27 16:41:43.837736,lminter,rpickens,wonjun
2018-08-27 16:41:43.837775,lminter,rpickens,wonjun
2018-08-27 16:41:43.837813,lminter,rpickens,wonjun
2018-08-27 16:41:43.837851,lminter,rpickens,floresjuan
2018-08-27 16:41:43.837888,lminter,rpickens,floresjuan
2018-08-27 16:41:43.837925,lminter,rpickens,floresjuan
2018-08-27 16:41:43.837965,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838016,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838055,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838093,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838132,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838170,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838207,rpickens,floresjuan,grewaln
2018-08-27 16:41:43.838246,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838285,rpickens,floresjuan,grewaln
2018-08-27 16:41:43.838322,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838360,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838398,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838437,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838475,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838512,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838554,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838593,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838631,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838670,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838708,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838746,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838784,lminter,rpickens,floresjuan
2018-08-27 16:41:43.838836,lminter,rpickens,grewaln
2018-08-27 16:41:43.838876,lminter,rpickens,grewaln
2018-08-27 16:41:43.838916,rpickens,,
2018-08-27 16:41:43.839004,lminter,rpickens,grewaln
2018-08-27 16:41:43.839043,lminter,rpickens,grewaln
2018-08-27 16:41:43.839080,lminter,rpickens,grewaln
2018-08-27 16:41:43.839118,lminter,rpickens,grewaln
2018-08-27 16:41:43.839156,lminter,rpickens,grewaln
2018-08-27 16:41:43.839196,grewaln,floresjuan,gpiedra
2018-08-27 16:41:43.839234,grewaln,gpiedra,floresjuan
2018-08-27 16:41:43.839276,grewaln,gpiedra,floresjuan
2018-08-27 16:41:43.839315,grewaln,gpiedra,floresjuan
2018-08-27 16:41:43.839352,grewaln,gpiedra,floresjuan
2018-08-27 16:41:43.839390,grewaln,floresjuan,gpiedra
2018-08-27 16:41:43.839428,lminter,grewaln,gpiedra
2018-08-27 16:41:43.839466,grewaln,gpiedra,
2018-08-27 16:41:43.839505,floresjuan,grewaln,gpiedra
2018-08-27 16:41:43.839545,floresjuan,grewaln,gpiedra
2018-08-27 16:41:43.839583,johnsonnatalie,grewaln,gpiedra
2018-08-27 16:41:43.839622,lminter,grewaln,gpiedra
2018-08-27 16:41:43.839660,lminter,grewaln,gpiedra
2018-08-27 16:41:43.839696,lminter,grewaln,gpiedra
2018-08-27 16:41:43.839733,lminter,grewaln,gpiedra
2018-08-27 16:41:43.839772,lminter,grewaln,gpiedra
2018-08-27 16:41:43.839812,lminter,grewaln,gpiedra
2018-08-27 16:41:43.839860,lminter,grewaln,gpiedra
2018-08-27 16:41:43.839897,lminter,grewaln,gpiedra
2018-08-27 19:42:25.844849,rpickens,grewaln,wonjun
2018-08-27 19:42:25.844912,rpickens,grewaln,wonjun
2018-08-27 19:42:25.844938,rpickens,grewaln,wonjun
2018-08-27 19:42:25.844961,rpickens,grewaln,wonjun
2018-08-27 19:42:25.844983,lminter,grewaln,rpickens
2018-08-27 19:42:25.845005,lminter,grewaln,rpickens
2018-08-27 19:42:25.845026,lminter,rpickens,michaelgrey
2018-08-27 19:42:25.845048,lminter,rpickens,michaelgrey
2018-08-27 19:42:25.845082,rpickens,lminter,
2018-09-06 22:01:08.445905,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.445980,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446024,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446067,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446108,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446149,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446192,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446237,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446277,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446313,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446422,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446469,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446512,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446549,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446587,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446630,johnsonnatalie,lminter,theard
2018-09-06 22:01:08.446670,johnsonnatalie,gpiedra,lminter
2018-09-06 22:01:08.446710,michaelgrey,gpiedra,lminter
2018-09-06 22:01:08.446752,michaelgrey,lminter,benavidezc
2018-09-06 22:01:08.446794,lminter,grewaln,wonjun
2018-09-06 22:01:08.446819,lminter,grewaln,wonjun
2018-09-06 22:01:08.446857,michaelgrey,lminter,theard
2018-09-06 22:01:08.446894,michaelgrey,lminter,theard
2018-09-06 22:01:08.446933,michaelgrey,lminter,theard
2018-09-06 22:01:08.446973,michaelgrey,lminter,theard
2018-09-06 22:01:08.447012,michaelgrey,lminter,theard
2018-09-06 22:01:08.447062,johnsonnatalie,lminter,wonjun
2018-09-06 22:01:08.447104,johnsonnatalie,lminter,wonjun
2018-09-06 22:01:08.447144,michaelgrey,lminter,wonjun
2018-09-06 22:01:08.447183,michaelgrey,lminter,wonjun
2018-09-06 22:01:08.447225,michaelgrey,lminter,rpickens
2018-09-06 22:01:08.447268,michaelgrey,lminter,rpickens
2018-09-06 22:01:08.447309,michaelgrey,lminter,rpickens
2018-09-06 22:01:08.447343,michaelgrey,lminter,rpickens
2018-09-06 22:01:08.447382,michaelgrey,lminter,rpickens
2018-09-06 22:01:08.447423,michaelgrey,lminter,rpickens
2018-09-06 22:01:08.447459,michaelgrey,lminter,rpickens
2018-09-06 22:01:08.447516,michaelgrey,lminter,rpickens
2018-09-06 22:01:08.447559,michaelgrey,lminter,husams
2018-09-06 22:01:08.447600,michaelgrey,lminter,husams
2018-09-06 22:01:08.447642,michaelgrey,lminter,husams
2018-09-14 14:12:16.307793,rpickens,grewaln,theard
2018-09-14 14:12:16.307793,johnsonnatalie,rpickens,lminter
2018-09-14 14:12:16.307883,johnsonnatalie,rpickens,theard
2018-09-14 14:12:16.307883,johnsonnatalie,rpickens,lminter
2018-09-14 14:12:16.307936,johnsonnatalie,rpickens,theard
2018-09-14 14:12:16.307936,johnsonnatalie,rpickens,lminter
2018-09-14 14:12:16.307989,johnsonnatalie,rpickens,theard
2018-09-14 14:12:16.307989,rpickens,lminter,theard
2018-09-14 14:12:16.308040,grewaln,lminter,theard
2018-09-14 14:12:16.308040,rpickens,lminter,theard
2018-09-14 14:12:16.308098,michaelgrey,lminter,theard
2018-09-14 14:12:16.308098,rpickens,lminter,theard
2018-09-14 14:12:16.308150,michaelgrey,lminter,theard
2018-09-14 14:12:16.308150,johnsonnatalie,lminter,wonjun
2018-09-14 14:12:16.308218,michaelgrey,lminter,theard
2018-09-14 14:12:16.308218,johnsonnatalie,lminter,wonjun
2018-09-14 14:12:16.308267,michaelgrey,lminter,theard
2018-09-14 14:12:16.308267,johnsonnatalie,lminter,wonjun
2018-09-14 14:12:16.308317,michaelgrey,lminter,theard
2018-09-14 14:12:16.308317,johnsonnatalie,lminter,wonjun
2018-09-14 14:12:16.308368,michaelgrey,lminter,theard
2018-09-14 14:12:16.308368,johnsonnatalie,lminter,wonjun
2018-09-14 14:12:16.308419,michaelgrey,lminter,theard
2018-09-14 14:12:16.308419,johnsonnatalie,lminter,wonjun
2018-09-14 14:12:16.308467,michaelgrey,lminter,theard
2018-09-14 14:12:16.308467,johnsonnatalie,lminter,wonjun
2018-09-14 14:12:16.308514,michaelgrey,lminter,theard
2018-09-14 14:12:16.308514,husams,rpickens,lminter
2018-09-14 14:12:16.308562,theard,lminter,wonjun
2018-09-14 14:12:16.308562,husams,rpickens,lminter
2018-09-14 14:12:16.308610,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.308610,husams,rpickens,lminter
2018-09-14 14:12:16.308657,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.308657,husams,rpickens,lminter
2018-09-14 14:12:16.308709,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.308709,husams,rpickens,lminter
2018-09-14 14:12:16.308761,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.308761,husams,rpickens,lminter
2018-09-14 14:12:16.308809,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.308809,husams,rpickens,lminter
2018-09-14 14:12:16.308853,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.308853,husams,rpickens,lminter
2018-09-14 14:12:16.308911,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.308911,husams,rpickens,lminter
2018-09-14 14:12:16.308961,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.308961,husams,rpickens,lminter
2018-09-14 14:12:16.309010,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.309010,husams,rpickens,lminter
2018-09-14 14:12:16.309063,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.309063,husams,rpickens,lminter
2018-09-14 14:12:16.309113,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.309113,husams,rpickens,lminter
2018-09-14 14:12:16.309159,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.309159,husams,rpickens,lminter
2018-09-14 14:12:16.309225,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.309225,husams,lminter,wonjun
2018-09-14 14:12:16.309282,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.309282,husams,lminter,wonjun
2018-09-14 14:12:16.309380,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.309380,husams,lminter,wonjun
2018-09-14 14:12:16.309429,michaelgrey,lminter,wonjun
2018-09-14 14:12:16.309429,husams,lminter,wonjun
2018-09-14 14:12:16.309478,michaelgrey,lminter,husams
2018-09-14 14:12:16.309478,husams,lminter,wonjun
2018-09-14 14:12:16.309529,michaelgrey,lminter,husams
2018-09-14 14:12:16.309529,husams,lminter,wonjun
2018-09-14 14:12:16.309581,michaelgrey,lminter,husams
2018-09-14 14:12:16.309581,husams,lminter,wonjun
2018-09-14 14:25:48.273284,rpickens,lminter,wonjun
2018-09-14 14:25:48.273284,rpickens,lminter,wonjun
2018-09-14 14:25:48.273392,rpickens,lminter,cdonoghue
2018-09-14 14:25:48.273392,rpickens,lminter,wonjun
2018-09-14 14:25:48.273444,husams,lminter,cdonoghue
2018-09-14 14:25:48.273444,rpickens,lminter,wonjun
2018-09-14 14:25:48.273472,johnsonnatalie,lminter,cdonoghue
2018-09-14 14:25:48.273472,rpickens,lminter,wonjun
2018-09-14 14:25:48.273494,johnsonnatalie,lminter,cdonoghue
2018-09-14 14:25:48.273494,rpickens,lminter,wonjun
2018-09-14 14:25:48.273516,johnsonnatalie,lminter,cdonoghue
2018-09-14 14:25:48.273516,rpickens,lminter,wonjun
2018-09-14 14:25:48.273537,johnsonnatalie,lminter,cdonoghue
2018-09-14 14:25:48.273537,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273559,johnsonnatalie,lminter,cdonoghue
2018-09-14 14:25:48.273559,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273579,johnsonnatalie,lminter,cdonoghue
2018-09-14 14:25:48.273600,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273600,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273620,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273641,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273641,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273661,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273661,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273681,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273702,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273702,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273734,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273734,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273786,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273786,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273834,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273834,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.273877,lminter,grewaln,theard
2018-09-14 14:25:48.273877,lminter,grewaln,wonjun
2018-09-14 14:25:48.273901,michaelgrey,,
2018-09-14 14:25:48.273901,lminter,grewaln,wonjun
2018-09-14 14:25:48.273923,michaelgrey,rpickens,theard
2018-09-14 14:25:48.273923,lminter,grewaln,wonjun
2018-09-14 14:25:48.273943,michaelgrey,rpickens,theard
2018-09-14 14:25:48.273943,lminter,grewaln,wonjun
2018-09-14 14:25:48.273964,michaelgrey,rpickens,theard
2018-09-14 14:25:48.273964,lminter,grewaln,wonjun
2018-09-14 14:25:48.273984,michaelgrey,rpickens,theard
2018-09-14 14:25:48.273984,lminter,grewaln,wonjun
2018-09-14 14:25:48.274005,michaelgrey,rpickens,theard
2018-09-14 14:25:48.274005,lminter,grewaln,wonjun
2018-09-14 14:25:48.274030,michaelgrey,rpickens,theard
2018-09-14 14:25:48.274030,lminter,grewaln,wonjun
2018-09-14 14:25:48.274077,theard,lminter,wonjun
2018-09-14 14:25:48.274077,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.274124,theard,lminter,wonjun
2018-09-14 14:25:48.274124,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.274183,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.274231,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.274231,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.274280,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.274280,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.274342,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.274342,husams,lminter,grewaln
2018-09-14 14:25:48.274392,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.274392,husams,rpickens,lminter
2018-09-14 14:25:48.274443,johnsonnatalie,lminter,wonjun
2018-09-14 14:25:48.274443,husams,rpickens,lminter
2018-09-14 14:25:48.274490,michaelgrey,lminter,wonjun
2018-09-14 14:25:48.274490,husams,rpickens,lminter
2018-09-14 14:25:48.274534,michaelgrey,lminter,wonjun
2018-09-14 14:25:48.274534,husams,rpickens,lminter
2018-09-14 14:25:48.274579,michaelgrey,lminter,wonjun
2018-09-14 14:25:48.274579,husams,rpickens,lminter
2018-09-14 14:25:48.274618,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.274660,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.274660,husams,lminter,grewaln
2018-09-14 14:25:48.274707,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.274707,husams,lminter,grewaln
2018-09-14 14:25:48.274755,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.274803,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.274803,husams,lminter,grewaln
2018-09-14 14:25:48.274848,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.274848,husams,lminter,grewaln
2018-09-14 14:25:48.274877,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.274877,husams,lminter,gjaime
2018-09-14 14:25:48.274914,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.274914,husams,lminter,gjaime
2018-09-14 14:25:48.274962,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.274962,husams,lminter,gjaime
2018-09-14 14:25:48.275007,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.275007,husams,lminter,gjaime
2018-09-14 14:25:48.275049,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.275049,husams,lminter,gjaime
2018-09-14 14:25:48.275095,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.275095,husams,lminter,gjaime
2018-09-14 14:25:48.275142,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.275190,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.275190,husams,lminter,gjaime
2018-09-14 14:25:48.275233,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.275233,husams,lminter,gjaime
2018-09-14 14:25:48.275282,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.275341,johnsonnatalie,lminter,Husams
2018-09-14 14:25:48.275341,husams,lminter,gjaime
2018-09-17 14:27:54.955587,johnsonnatalie,rpickens,wonjun
2018-09-17 14:27:54.955671,johnsonnatalie,lminter,rpickens
2018-09-17 14:27:54.955717,michaelgrey,lminter,wonjun
2018-09-17 14:27:54.955762,michaelgrey,lminter,rpickens
2018-09-18 18:57:14.912582,cdonoghue,rpickens,lminter
2018-09-18 18:57:14.912625,cdonoghue,rpickens,lminter
2018-09-18 18:57:14.912669,michaelgrey,rpickens,lminter
2018-09-18 18:57:14.912713,johnsonnatalie,lminter,theard
2018-09-18 18:57:14.912765,michaelgrey,lminter,rpickens
2018-09-18 18:57:14.912809,michaelgrey,lminter,gpiedra
2018-09-18 18:57:14.912857,michaelgrey,lminter,gpiedra
2018-09-18 18:57:14.912900,husams,lminter,cdonoghue
2018-09-18 18:57:14.912951,husams,theard,gpiedra
2018-09-18 18:57:14.912993,whiteheadd,husams,gpiedra
2018-09-18 18:57:14.913037,whiteheadd,husams,theard
2018-09-18 18:57:14.913082,whiteheadd,husams,lminter
2018-09-18 18:57:14.913124,whiteheadd,lminter,ribenavides
2018-09-18 18:57:14.913167,whiteheadd,lminter,
2018-09-18 18:57:14.913486,cdonoghue,rpickens,lminter
2018-09-18 18:57:14.913538,cdonoghue,rpickens,lminter
2018-09-18 18:57:14.913581,michaelgrey,grewaln,rpickens
2018-09-18 18:57:14.913622,michaelgrey,lminter,wonjun
2018-09-18 18:57:14.913662,rpickens,lminter,theard
2018-09-18 18:57:14.913702,michaelgrey,lminter,gpiedra
2018-09-18 18:57:14.913742,husams,lminter,gpiedra
2018-09-18 18:57:14.913782,michaelgrey,husams,cdonoghue
2018-09-18 18:57:14.913823,whiteheadd,husams,theard
2018-09-18 18:57:14.913863,whiteheadd,theard,husams
2018-09-18 18:57:14.913903,whiteheadd,,
2018-09-18 18:57:14.913943,whiteheadd,husams,lminter
2018-09-18 18:57:14.913983,ribenavides,whiteheadd,theard
2018-09-18 18:57:14.914024,whiteheadd,,
2018-09-18 18:57:14.914382,cdonoghue,rpickens,lminter
2018-09-18 18:57:14.914421,cdonoghue,rpickens,lminter
2018-09-18 18:57:14.914459,michaelgrey,lminter,floresjuan
2018-09-18 18:57:14.914500,michaelgrey,lminter,wonjun
2018-09-18 18:57:14.914555,michaelgrey,lminter,rpickens
2018-09-18 18:57:14.914610,michaelgrey,lminter,gpiedra
2018-09-18 18:57:14.914654,husams,lminter,gpiedra
2018-09-18 18:57:14.914697,whiteheadd,husams,cdonoghue
2018-09-18 18:57:14.914740,whiteheadd,husams,theard
2018-09-18 18:57:14.914783,whiteheadd,theard,husams
2018-09-18 18:57:14.914826,whiteheadd,husams,theard
2018-09-18 18:57:14.914868,husams,lminter,cdonoghue
2018-09-18 18:57:14.914909,ribenavides,whiteheadd,theard
2018-09-18 18:57:14.914953,whiteheadd,,
2018-09-18 18:57:14.915128,cdonoghue,rpickens,theard
2018-09-18 18:57:14.915171,cdonoghue,rpickens,lminter
2018-09-18 18:57:14.915212,husams,lminter,floresjuan
2018-09-18 18:57:14.915255,johnsonnatalie,lminter,theard
2018-09-18 18:57:14.915297,michaelgrey,lminter,rpickens
2018-09-18 18:57:14.915340,michaelgrey,lminter,gpiedra
2018-09-18 18:57:14.915383,husams,lminter,gpiedra
2018-09-18 18:57:14.915426,michaelgrey,,
2018-09-18 18:57:14.915469,whiteheadd,theard,gpiedra
2018-09-18 18:57:14.915512,whiteheadd,husams,gpiedra
2018-09-18 18:57:14.915570,whiteheadd,husams,theard
2018-09-19 18:13:51.516073,rpickens,lminter,theard
2018-09-19 18:13:51.516149,rpickens,lminter,theard
2018-09-19 18:13:51.516187,rpickens,lminter,theard
2018-09-19 18:13:51.516223,cdonoghue,lminter,theard
2018-09-19 18:13:51.516255,cdonoghue,lminter,theard
2018-09-19 18:13:51.516290,cdonoghue,lminter,theard
2018-09-19 18:13:51.516319,cdonoghue,lminter,theard
2018-09-19 18:13:51.516348,cdonoghue,lminter,theard
2018-09-19 18:13:51.516377,cdonoghue,lminter,theard
2018-09-19 18:13:51.516414,cdonoghue,lminter,theard
2018-09-19 18:13:51.516448,cdonoghue,lminter,theard
2018-09-19 18:13:51.516479,cdonoghue,lminter,theard
2018-09-19 18:13:51.516507,cdonoghue,lminter,floresjuan
2018-09-19 18:13:51.516536,cdonoghue,lminter,theard
2018-09-19 18:13:51.516568,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.516601,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.516633,coreynichols,floresjuan,lminter
2018-09-19 18:13:51.516666,husams,lminter,wonjun
2018-09-19 18:13:51.516701,husams,lminter,wonjun
2018-09-19 18:13:51.516745,lminter,floresjuan,wonjun
2018-09-19 18:13:51.516779,husams,lminter,wonjun
2018-09-19 18:13:51.516814,lminter,floresjuan,wonjun
2018-09-19 18:13:51.516849,husams,lminter,wonjun
2018-09-19 18:13:51.516885,husams,lminter,wonjun
2018-09-19 18:13:51.516938,husams,lminter,wonjun
2018-09-19 18:13:51.516974,lminter,floresjuan,wonjun
2018-09-19 18:13:51.517009,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.517062,lminter,floresjuan,wonjun
2018-09-19 18:13:51.517100,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.517136,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.517170,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.517206,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.517244,coreynichols,floresjuan,lminter
2018-09-19 18:13:51.517296,michaelgrey,rpickens,theard
2018-09-19 18:13:51.517349,michaelgrey,rpickens,theard
2018-09-19 18:13:51.517385,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.517434,johnsonnatalie,michaelgrey,wonjun
2018-09-19 18:13:51.517470,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.517506,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.517542,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.517588,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.517627,johnsonnatalie,lminter,wonjun
2018-09-19 18:13:51.517670,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.517715,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.517755,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.517791,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.517834,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.517881,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.517929,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.517968,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518027,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518089,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518129,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518165,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518215,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518257,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518294,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518328,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518362,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518398,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518444,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518492,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518529,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518565,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518600,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518637,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518673,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518711,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518750,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518778,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518814,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518849,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518878,michaelgrey,lminter,wonjun
2018-09-19 18:13:51.518910,michaelgrey,lminter,husams
2018-09-19 18:13:51.518937,michaelgrey,lminter,husams
2018-09-21 22:02:42.363539,husams,rpickens,wonjun
