week,proc_Ind_cmp,proc_Ind_run,proc_Rng_cmp,proc_Rng_run,proc_Ser_cmp,proc_Ser_run,proc_Bat_cmp,proc_Bat_run,proc_IndMod_cmp,proc_IndMod_run,proc_NoBO,proc_Parser_cmp,proc_Parser_run,proc_Ind_cmp_bad,proc_Ind_run_bad,proc_Rng_cmp_bad,proc_Rng_run_bad,proc_Ser_cmp_bad,proc_Ser_run_bad,proc_Bat_cmp_bad,proc_Bat_run_bad,proc_IndMod_cmp_bad,proc_IndMod_run_bad,proc_NoBO_bad,proc_Parser_cmp_bad,proc_Parser_run_bad,sum_proc,sum_proc_bad,sum_BO_Parser,acc_proc,pa1_Ind_cmp,pa1_Ind_run,pa1_Rng_cmp,pa1_Rng_run,pa1_Ser_cmp,pa1_Ser_run,pa1_Bat_cmp,pa1_Bat_run,pa1_IndMod_cmp,pa1_IndMod_run,pa1_NoBO,pa1_Parser_cmp,pa1_Parser_run,pa1_Ind_cmp_bad,pa1_Ind_run_bad,pa1_Rng_cmp_bad,pa1_Rng_run_bad,pa1_Ser_cmp_bad,pa1_Ser_run_bad,pa1_Bat_cmp_bad,pa1_Bat_run_bad,pa1_IndMod_cmp_bad,pa1_IndMod_run_bad,sum_pa1,sum_pa1_bad,acc_pa1,pa2_Ind_cmp,pa2_Ind_run,pa2_Rng_cmp,pa2_Rng_run,pa2_Bat_cmp,pa2_Bat_run,sum_pa2,ing_Ind_cmp,ing_Ind_run,ing_Rng_cmp,ing_Rng_run,ing_Ser_cmp,ing_Ser_run,ing_Bat_cmp,ing_Bat_run,ing_IndMod_cmp,ing_IndMod_run,ing_Parser_cmp,ing_Parser_run,ing_Parser_ing,ing_Ind_cmp_bad,ing_Ind_run_bad,ing_Rng_cmp_bad,ing_Rng_run_bad,ing_Ser_cmp_bad,ing_Ser_run_bad,ing_Bat_cmp_bad,ing_Bat_run_bad,ing_IndMod_cmp_bad,ing_IndMod_run_bad,ing_Parser_cmp_bad,ing_Parser_run_bad,ing_Parser_ing_bad,sum_ing,sum_ing_bad,acc_ing,ia1_Ind_cmp,ia1_Ind_run,ia1_Rng_cmp,ia1_Rng_run,ia1_Ser_cmp,ia1_Ser_run,ia1_Bat_cmp,ia1_Bat_run,ia1_IndMod_cmp,ia1_IndMod_run,ia1_Parser_cmp,ia1_Parser_run,ia1_Parser_ing,ia1_Ind_cmp_bad,ia1_Ind_run_bad,ia1_Parser_ing_bad,sum_ia1,sum_ia1_bad,acc_ia1,ia2_Ind_cmp,ia2_Ind_run,ia2_Parser_ing,sum_ia2,aps_Stack_cmp,aps_Stack_run,sum_aps,sum_mail,sum_BO,sum_task,sum_task_bad,acc_overall,acc_final
2018-10-29 22:00:00,14,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,64,1.0,36,0,5,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,43,4,0.906976744186,4,0,4,0,0,0,8,29,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1.0,30,0,2,1,0,0,0,0,0,0,0,0,41,0,0,0,74,0,1.0,63,0,63,126,0,6,6,0,84,333,4,0.987987987988,1.0
2018-10-30 22:00:00,20,0,12,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,35,4,117,0.885714285714,94,0,12,0,0,0,0,0,1,0,0,0,2,6,0,1,0,0,0,0,0,0,0,109,7,0.935779816514,7,0,9,0,0,0,16,22,0,11,0,0,0,0,0,17,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,1.0,22,0,11,1,0,0,0,0,17,0,0,0,77,0,0,0,128,0,1.0,30,0,73,103,0,3,3,0,150,555,11,0.98018018018,1.0
2018-10-31 22:00:00,53,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,1.0,57,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1.0,199,0,0,0,0,0,199,3,0,11,1,0,0,0,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1.0,3,0,11,3,0,0,0,0,3,0,0,0,14,0,0,0,34,0,1.0,6,0,8,14,0,0,0,0,55,413,0,1.0,1.0
2018-11-01 22:00:00,23,0,4,0,0,0,0,0,10,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,38,4,51,0.894736842105,25,0,4,0,0,0,0,0,10,0,0,0,1,2,0,0,0,0,0,0,0,0,0,40,2,0.95,204,0,4,0,0,0,208,45,0,12,2,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,1.0,45,0,12,5,0,0,0,0,0,0,0,0,30,0,0,0,92,0,1.0,0,0,38,38,0,1,1,0,88,526,6,0.988593155894,1.0
2018-11-02 22:00:00,5,0,4,0,0,0,0,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,38,2,0,0.947368421053,17,2,4,0,0,0,0,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,55,4,0.927272727273,16,0,4,0,0,0,20,41,0,20,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1.0,41,0,20,1,0,0,0,0,8,0,0,0,0,0,0,0,70,0,1.0,18,0,11,29,3,0,3,0,38,287,6,0.979094076655,1.0
2018-11-03 22:00:00,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,9,4,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,2,0.888888888889,10,2,0,0,0,0,12,59,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,1.0,60,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,97,0,1.0,69,0,0,69,2,0,2,0,5,299,2,0.993311036789,1.0
2018-11-04 22:00:00,46,0,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,1.0,46,0,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,1.0,46,0,8,0,0,0,54,149,0,11,7,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,176,1,0.994318181818,149,0,11,11,0,0,0,0,9,0,0,0,0,0,0,0,180,0,1.0,94,0,0,94,19,0,19,0,79,681,1,0.998531571219,0.992
2018-11-05 22:00:00,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1.0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1.0,13,0,0,0,0,0,13,37,0,19,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,1,0.984126984127,37,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,65,0,1.0,48,0,0,48,19,1,20,0,13,247,1,0.995951417004,0.986842105263
2018-11-06 22:00:00,8,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,57,0.928571428571,30,11,4,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,47,4,0.914893617021,14,0,4,0,0,0,18,45,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1.0,45,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,54,0,1.0,26,0,7,33,2,3,5,0,69,229,5,0.978165938865,1.0
2018-11-07 22:00:00,3,0,12,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,1,0,0.95652173913,3,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1.0,13,3,12,0,0,0,28,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1.0,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1.0,1,0,7,8,2,1,3,0,23,158,1,0.993670886076,1.0
