week,proc_Ind_cmp,proc_Ind_run,proc_Rng_cmp,proc_Rng_run,proc_Ser_cmp,proc_Ser_run,proc_Bat_cmp,proc_Bat_run,proc_IndMod_cmp,proc_IndMod_run,proc_NoBO,proc_Parser_cmp,proc_Parser_run,proc_Ind_cmp_bad,proc_Ind_run_bad,proc_Rng_cmp_bad,proc_Rng_run_bad,proc_Ser_cmp_bad,proc_Ser_run_bad,proc_Bat_cmp_bad,proc_Bat_run_bad,proc_IndMod_cmp_bad,proc_IndMod_run_bad,proc_NoBO_bad,proc_Parser_cmp_bad,proc_Parser_run_bad,sum_proc,sum_proc_bad,sum_BO_Parser,acc_proc,pa1_Ind_cmp,pa1_Ind_run,pa1_Rng_cmp,pa1_Rng_run,pa1_Ser_cmp,pa1_Ser_run,pa1_Bat_cmp,pa1_Bat_run,pa1_IndMod_cmp,pa1_IndMod_run,pa1_NoBO,pa1_Parser_cmp,pa1_Parser_run,pa1_Ind_cmp_bad,pa1_Ind_run_bad,pa1_Rng_cmp_bad,pa1_Rng_run_bad,pa1_Ser_cmp_bad,pa1_Ser_run_bad,pa1_Bat_cmp_bad,pa1_Bat_run_bad,pa1_IndMod_cmp_bad,pa1_IndMod_run_bad,sum_pa1,sum_pa1_bad,acc_pa1,pa2_Ind_cmp,pa2_Ind_run,pa2_Rng_cmp,pa2_Rng_run,pa2_Bat_cmp,pa2_Bat_run,sum_pa2,ing_Ind_cmp,ing_Ind_run,ing_Rng_cmp,ing_Rng_run,ing_Ser_cmp,ing_Ser_run,ing_Bat_cmp,ing_Bat_run,ing_IndMod_cmp,ing_IndMod_run,ing_Parser_cmp,ing_Parser_run,ing_Parser_ing,ing_Ind_cmp_bad,ing_Ind_run_bad,ing_Rng_cmp_bad,ing_Rng_run_bad,ing_Ser_cmp_bad,ing_Ser_run_bad,ing_Bat_cmp_bad,ing_Bat_run_bad,ing_IndMod_cmp_bad,ing_IndMod_run_bad,ing_Parser_cmp_bad,ing_Parser_run_bad,ing_Parser_ing_bad,sum_ing,sum_ing_bad,acc_ing,ia1_Ind_cmp,ia1_Ind_run,ia1_Rng_cmp,ia1_Rng_run,ia1_Ser_cmp,ia1_Ser_run,ia1_Bat_cmp,ia1_Bat_run,ia1_IndMod_cmp,ia1_IndMod_run,ia1_Parser_cmp,ia1_Parser_run,ia1_Parser_ing,ia1_Ind_cmp_bad,ia1_Ind_run_bad,ia1_Parser_ing_bad,sum_ia1,sum_ia1_bad,acc_ia1,ia2_Ind_cmp,ia2_Ind_run,ia2_Parser_ing,sum_ia2,aps_Stack_cmp,aps_Stack_run,sum_aps,sum_mail,sum_BO,sum_task,sum_task_bad,acc_overall,acc_final
2018-11-18 14:00:00,19,0,99,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,119,4,15,0.966386554622,19,0,98,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,118,1,0.991525423729,15,0,98,0,0,0,113,49,0,19,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1.0,46,0,19,5,0,0,0,0,0,0,0,0,9,0,0,0,79,0,1.0,47,0,9,56,34,3,37,0,133,605,5,0.99173553719,1.0
2018-11-19 14:00:00,48,0,55,0,0,1,0,0,0,0,0,0,4,11,0,3,0,0,0,0,0,0,0,0,0,0,108,14,101,0.87037037037,41,0,53,0,0,1,0,0,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,99,5,0.949494949495,29,0,53,0,0,0,82,2,0,42,2,0,0,0,0,0,0,0,0,129,0,0,1,0,0,0,0,0,0,0,0,0,0,175,1,0.994285714286,2,0,42,4,0,0,0,0,0,0,0,0,89,0,0,0,137,0,1.0,34,0,127,161,43,7,50,0,205,812,20,0.975369458128,0.995169082126
2018-11-20 14:00:00,42,0,5,0,0,1,0,0,0,0,0,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,49,17,157,0.65306122449,34,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,0,1.0,13,0,3,0,0,0,16,8,0,29,0,0,0,0,0,1,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,1.0,8,0,29,0,0,0,0,0,1,0,0,0,73,0,0,0,111,0,1.0,10,0,83,93,3,3,6,0,205,472,17,0.963983050847,1.0
2018-11-21 14:00:00,28,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,34,2,157,0.941176470588,27,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,1.0,3,0,5,0,0,0,8,20,0,7,5,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,1.0,20,0,7,7,0,0,0,0,0,0,0,0,111,0,0,0,145,0,1.0,1,0,50,51,1,4,5,0,190,431,2,0.99535962877,1.0
2018-11-22 14:00:00,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1.0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1.0,25,0,5,0,0,0,30,7,0,22,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,39,1,0.974358974359,6,0,22,2,0,0,0,0,0,0,0,0,2,0,0,0,32,0,1.0,25,0,8,33,0,0,0,0,11,156,1,0.99358974359,0.982456140351
2018-11-23 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1.0,27,0,0,0,0,0,27,65,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1.0,65,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1.0,30,0,0,30,9,1,10,0,0,232,0,1.0,1.0
2018-11-24 14:00:00,80,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,86,2,0,0.976744186047,82,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,1.0,98,0,2,2,0,0,102,89,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1.0,89,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,101,0,1.0,87,0,0,87,18,3,21,0,86,584,2,0.996575342466,1.0
2018-11-25 14:00:00,128,0,20,0,0,0,0,0,2,0,0,0,1,18,0,2,0,0,0,0,0,0,0,0,0,0,151,20,42,0.867549668874,123,0,20,0,0,0,0,0,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0,146,8,0.945205479452,117,0,20,0,0,0,137,124,0,18,1,0,0,0,0,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,1.0,124,0,18,3,0,0,0,0,2,0,0,0,42,0,0,0,189,0,1.0,84,0,29,113,8,5,13,0,192,928,28,0.969827586207,1.0
2018-11-26 14:00:00,29,0,18,0,0,0,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,49,12,0,0.755102040816,31,0,18,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,51,3,0.941176470588,38,0,18,0,0,0,56,78,0,26,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,1.0,78,0,26,0,0,0,0,0,0,0,0,0,19,0,0,0,123,0,1.0,89,0,6,95,7,5,12,0,49,495,15,0.969696969697,1.0
2018-11-27 14:00:00,3,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,1,0,0.954545454545,8,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1.0,15,0,3,16,0,0,34,56,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1.0,30,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1.0,22,0,0,22,6,4,10,0,22,231,1,0.995670995671,1.0
2018-11-28 14:00:00,100,0,0,1,20,6,0,0,0,0,0,0,2,4,0,0,0,16,0,0,0,0,0,0,0,0,129,20,10,0.84496124031,99,0,0,1,16,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,124,0,1.0,9,0,0,1,0,0,10,6,0,38,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,49,1,0.979591836735,7,0,38,1,16,0,0,0,0,0,0,0,10,0,0,0,72,0,1.0,30,0,2,32,4,9,13,0,137,429,21,0.951048951049,0.988505747126
2018-11-29 14:00:00,51,0,13,2,3,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,76,1,2,0.986842105263,52,0,13,2,1,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,76,0,1.0,100,0,13,2,0,0,115,6,0,10,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1.0,6,0,10,0,1,0,0,0,7,0,0,0,17,2,0,0,41,2,0.951219512195,53,0,9,62,0,8,8,0,77,417,3,0.992805755396,0.975
2018-11-30 14:00:00,11,0,7,1,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,27,1,4,0.962962962963,11,0,7,1,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,1.0,28,0,7,1,0,0,36,5,0,15,6,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1.0,5,0,15,7,0,0,0,0,13,0,0,0,11,0,0,0,51,0,1.0,50,0,7,57,0,4,4,0,30,249,1,0.995983935743,1.0
2018-12-01 14:00:00,74,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,1.0,74,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,76,4,0.947368421053,42,0,1,1,0,0,44,41,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1.0,41,0,6,1,0,0,0,0,3,0,0,0,0,0,0,0,51,0,1.0,35,0,0,35,3,4,7,0,76,339,4,0.988200589971,1.0
2018-12-02 14:00:00,159,0,13,0,0,0,0,0,8,0,1,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,181,11,0,0.939226519337,156,0,13,0,0,0,0,0,8,0,1,0,0,4,0,0,0,0,0,0,0,0,0,178,4,0.977528089888,122,0,13,0,0,0,135,121,0,31,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,1.0,121,0,31,2,0,0,0,0,3,0,0,0,0,0,0,0,157,0,1.0,88,0,0,88,6,4,10,0,181,905,15,0.983425414365,1.0
