week,proc_Ind_cmp,proc_Ind_run,proc_Rng_cmp,proc_Rng_run,proc_Ser_cmp,proc_Ser_run,proc_Bat_cmp,proc_Bat_run,proc_IndMod_cmp,proc_IndMod_run,proc_NoBO,proc_Parser_cmp,proc_Parser_run,proc_Ind_cmp_bad,proc_Ind_run_bad,proc_Rng_cmp_bad,proc_Rng_run_bad,proc_Ser_cmp_bad,proc_Ser_run_bad,proc_Bat_cmp_bad,proc_Bat_run_bad,proc_IndMod_cmp_bad,proc_IndMod_run_bad,proc_NoBO_bad,proc_Parser_cmp_bad,proc_Parser_run_bad,sum_proc,sum_proc_bad,sum_BO_Parser,acc_proc,pa1_Ind_cmp,pa1_Ind_run,pa1_Rng_cmp,pa1_Rng_run,pa1_Ser_cmp,pa1_Ser_run,pa1_Bat_cmp,pa1_Bat_run,pa1_IndMod_cmp,pa1_IndMod_run,pa1_NoBO,pa1_Parser_cmp,pa1_Parser_run,pa1_Ind_cmp_bad,pa1_Ind_run_bad,pa1_Rng_cmp_bad,pa1_Rng_run_bad,pa1_Ser_cmp_bad,pa1_Ser_run_bad,pa1_Bat_cmp_bad,pa1_Bat_run_bad,pa1_IndMod_cmp_bad,pa1_IndMod_run_bad,sum_pa1,sum_pa1_bad,acc_pa1,pa2_Ind_cmp,pa2_Ind_run,pa2_Rng_cmp,pa2_Rng_run,pa2_Bat_cmp,pa2_Bat_run,sum_pa2,ing_Ind_cmp,ing_Ind_run,ing_Rng_cmp,ing_Rng_run,ing_Ser_cmp,ing_Ser_run,ing_Bat_cmp,ing_Bat_run,ing_IndMod_cmp,ing_IndMod_run,ing_Parser_cmp,ing_Parser_run,ing_Parser_ing,ing_Ind_cmp_bad,ing_Ind_run_bad,ing_Rng_cmp_bad,ing_Rng_run_bad,ing_Ser_cmp_bad,ing_Ser_run_bad,ing_Bat_cmp_bad,ing_Bat_run_bad,ing_IndMod_cmp_bad,ing_IndMod_run_bad,ing_Parser_cmp_bad,ing_Parser_run_bad,ing_Parser_ing_bad,sum_ing,sum_ing_bad,acc_ing,ia1_Ind_cmp,ia1_Ind_run,ia1_Rng_cmp,ia1_Rng_run,ia1_Ser_cmp,ia1_Ser_run,ia1_Bat_cmp,ia1_Bat_run,ia1_IndMod_cmp,ia1_IndMod_run,ia1_Parser_cmp,ia1_Parser_run,ia1_Parser_ing,ia1_Ind_cmp_bad,ia1_Ind_run_bad,ia1_Parser_ing_bad,sum_ia1,sum_ia1_bad,acc_ia1,ia2_Ind_cmp,ia2_Ind_run,ia2_Parser_ing,sum_ia2,aps_Stack_cmp,aps_Stack_run,sum_aps,sum_mail,sum_BO,sum_task,sum_task_bad,acc_overall
2018-10-21 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,26,11,0,0,0,0,37,9,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1.0,9,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1.0,11,0,0,11,5,0,5,0,0,111,0,1.0
2018-10-22 00:00:00,7,0,0,0,0,0,0,0,2,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,14,2,197,0.857142857143,7,35,0,0,0,0,0,0,2,0,1,0,4,0,6,0,0,0,0,0,0,0,0,49,6,0.877551020408,5,3,0,0,0,0,8,38,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,1.0,38,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,160,0,1.0,26,0,212,238,1,4,5,0,207,703,8,0.988620199147
2018-10-23 00:00:00,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,242,1.0,0,16,10,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,0,1.0,2,39,10,1,0,0,52,27,6,22,3,0,0,0,0,4,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,1.0,27,0,22,3,0,0,0,0,4,0,0,0,110,0,0,0,166,0,1.0,5,0,144,149,0,4,4,0,248,690,0,1.0
2018-10-24 00:00:00,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,41,1.0,8,6,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,1.0,3,8,1,0,0,0,12,50,0,19,10,0,0,0,0,6,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,1.0,49,0,18,10,0,0,0,0,6,0,0,0,29,0,0,0,112,0,1.0,14,0,40,54,9,2,11,0,49,345,0,1.0
2018-10-25 00:00:00,34,0,7,0,0,0,0,0,0,0,1,0,6,6,0,2,0,0,0,0,0,0,0,0,0,0,48,8,109,0.833333333333,34,5,7,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,53,2,0.962264150943,24,0,3,0,0,0,27,63,0,11,4,0,0,0,0,1,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,1.0,63,0,11,4,0,0,0,0,1,0,0,0,60,0,0,0,139,0,1.0,16,0,61,77,3,8,11,0,151,517,10,0.980657640232
2018-10-26 00:00:00,31,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1.0,31,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1.0,0,0,1,0,0,0,1,16,0,9,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1.0,16,0,9,1,0,0,0,0,7,0,0,0,0,0,0,0,33,0,1.0,14,0,0,14,3,1,4,0,36,157,0,1.0
2018-10-27 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,7,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1.0,7,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1.0,5,0,0,5,2,0,2,0,0,69,0,1.0
2018-10-28 00:00:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,10,1,0,0,0,0,11,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1.0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1.0,2,0,0,2,0,0,0,0,1,112,0,1.0
2018-10-29 00:00:00,9,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1.0,12,29,10,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,51,3,0.941176470588,3,3,10,0,0,0,16,33,0,17,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,1,0.987012987013,33,0,17,27,0,0,0,0,0,0,0,0,0,0,0,0,77,0,1.0,22,0,0,22,1,2,3,0,21,267,4,0.985018726592
2018-10-30 00:00:00,14,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,64,1.0,14,14,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,35,0,1.0,4,0,4,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1.0,5,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,1.0,52,0,6,58,0,6,6,0,84,158,0,1.0
