week,proc_Ind_cmp,proc_Ind_run,proc_Rng_cmp,proc_Rng_run,proc_Ser_cmp,proc_Ser_run,proc_Bat_cmp,proc_Bat_run,proc_IndMod_cmp,proc_IndMod_run,proc_NoBO,proc_Parser_cmp,proc_Parser_run,proc_Ind_cmp_bad,proc_Ind_run_bad,proc_Rng_cmp_bad,proc_Rng_run_bad,proc_Ser_cmp_bad,proc_Ser_run_bad,proc_Bat_cmp_bad,proc_Bat_run_bad,proc_IndMod_cmp_bad,proc_IndMod_run_bad,proc_NoBO_bad,proc_Parser_cmp_bad,proc_Parser_run_bad,sum_proc,sum_proc_bad,sum_BO_Parser,acc_proc,pa1_Ind_cmp,pa1_Ind_run,pa1_Rng_cmp,pa1_Rng_run,pa1_Ser_cmp,pa1_Ser_run,pa1_Bat_cmp,pa1_Bat_run,pa1_IndMod_cmp,pa1_IndMod_run,pa1_NoBO,pa1_Parser_cmp,pa1_Parser_run,pa1_Ind_cmp_bad,pa1_Ind_run_bad,pa1_Rng_cmp_bad,pa1_Rng_run_bad,pa1_Ser_cmp_bad,pa1_Ser_run_bad,pa1_Bat_cmp_bad,pa1_Bat_run_bad,pa1_IndMod_cmp_bad,pa1_IndMod_run_bad,sum_pa1,sum_pa1_bad,acc_pa1,pa2_Ind_cmp,pa2_Ind_run,pa2_Rng_cmp,pa2_Rng_run,pa2_Bat_cmp,pa2_Bat_run,sum_pa2,ing_Ind_cmp,ing_Ind_run,ing_Rng_cmp,ing_Rng_run,ing_Ser_cmp,ing_Ser_run,ing_Bat_cmp,ing_Bat_run,ing_IndMod_cmp,ing_IndMod_run,ing_Parser_cmp,ing_Parser_run,ing_Parser_ing,ing_Ind_cmp_bad,ing_Ind_run_bad,ing_Rng_cmp_bad,ing_Rng_run_bad,ing_Ser_cmp_bad,ing_Ser_run_bad,ing_Bat_cmp_bad,ing_Bat_run_bad,ing_IndMod_cmp_bad,ing_IndMod_run_bad,ing_Parser_cmp_bad,ing_Parser_run_bad,ing_Parser_ing_bad,sum_ing,sum_ing_bad,acc_ing,ia1_Ind_cmp,ia1_Ind_run,ia1_Rng_cmp,ia1_Rng_run,ia1_Ser_cmp,ia1_Ser_run,ia1_Bat_cmp,ia1_Bat_run,ia1_IndMod_cmp,ia1_IndMod_run,ia1_Parser_cmp,ia1_Parser_run,ia1_Parser_ing,ia1_Ind_cmp_bad,ia1_Ind_run_bad,ia1_Parser_ing_bad,sum_ia1,sum_ia1_bad,acc_ia1,ia2_Ind_cmp,ia2_Ind_run,ia2_Parser_ing,sum_ia2,aps_Stack_cmp,aps_Stack_run,sum_aps,sum_mail,sum_BO,sum_task,sum_task_bad,acc_overall,acc_final
2018-10-29 05:00:00,14,1,11,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,64,1.0,77,0,11,0,0,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,92,3,0.967391304348,8,0,11,0,0,0,19,37,0,11,6,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,59,1,0.983050847458,37,0,11,6,0,0,0,0,0,0,0,0,5,0,0,0,59,0,1.0,74,0,6,80,1,8,9,0,92,348,4,0.988505747126,0.989690721649
2018-10-30 05:00:00,14,1,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,181,1.0,99,0,5,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,108,6,0.944444444444,5,0,4,0,0,0,9,17,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1.0,17,0,2,1,0,0,0,0,0,0,0,0,41,0,0,0,61,0,1.0,56,0,63,119,0,9,9,0,201,372,6,0.983870967742,1.0
2018-10-31 05:00:00,48,0,12,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,63,4,117,0.936507936508,122,0,12,0,0,0,0,0,1,0,0,0,2,6,0,1,0,0,0,0,0,0,0,137,7,0.948905109489,14,0,9,0,0,0,23,22,0,13,1,0,0,0,0,18,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,1.0,22,0,13,4,0,0,0,0,18,0,0,0,77,0,0,0,134,0,1.0,30,0,73,103,0,3,3,0,178,628,11,0.982484076433,1.0
2018-11-01 05:00:00,65,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,67,2,51,0.970149253731,68,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,0,1.0,199,0,0,0,0,0,199,23,0,13,3,0,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1.0,23,0,13,7,0,0,0,0,1,0,0,0,14,0,0,0,58,0,1.0,0,0,2,2,0,1,1,0,117,471,2,0.995753715499,1.0
2018-11-02 05:00:00,23,0,4,0,0,0,0,0,23,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,51,4,51,0.921568627451,25,0,4,0,0,0,0,0,26,0,0,0,1,2,0,0,0,0,0,0,0,0,0,56,2,0.964285714286,23,0,4,0,0,0,27,45,0,12,2,0,0,0,0,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,1.0,45,0,12,5,0,0,0,0,3,0,0,0,30,0,0,0,95,0,1.0,0,0,38,38,0,1,1,0,101,380,6,0.984210526316,1.0
2018-11-03 05:00:00,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1.0,9,4,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,41,2,0.951219512195,11,2,0,0,0,0,13,45,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1.0,45,0,17,0,0,0,0,0,10,0,0,0,0,0,0,0,72,0,1.0,54,0,0,54,3,0,3,0,25,280,2,0.992857142857,1.0
2018-11-04 05:00:00,24,0,6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,1.0,29,4,6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1.0,3,2,6,0,0,0,11,145,0,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,1.0,146,0,4,0,0,0,0,0,28,0,0,0,0,0,0,0,178,0,1.0,118,0,0,118,1,0,1,0,54,602,0,1.0,1.0
2018-11-05 05:00:00,48,0,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,1.0,49,0,8,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,1.0,46,0,8,0,0,0,54,142,0,17,7,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,175,1,0.994285714286,142,0,17,11,0,0,0,0,9,0,0,0,0,0,0,0,179,0,1.0,107,0,0,107,19,0,19,0,81,697,1,0.99856527977,0.993055555556
2018-11-06 05:00:00,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1.0,30,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,41,4,0.90243902439,5,0,0,0,0,0,5,39,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1.0,39,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1.0,57,0,0,57,0,2,2,0,7,228,4,0.982456140351,1.0
2018-11-07 05:00:00,8,0,12,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,22,1,57,0.954545454545,30,11,12,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,55,4,0.927272727273,14,0,12,0,0,0,26,50,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1.0,50,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,59,0,1.0,21,0,7,28,2,4,6,0,77,259,5,0.980694980695,1.0
2018-11-08 05:00:00,27,0,9,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0.909090909091,25,0,9,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,45,12,0.733333333333,17,3,9,0,0,0,29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1.0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1.0,20,0,0,20,2,1,3,0,44,170,16,0.905882352941,1.0
2018-11-09 05:00:00,44,0,5,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,58,6,0,0.896551724138,46,0,5,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,63,12,0.809523809524,32,0,5,0,0,0,37,28,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1.0,28,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1.0,24,0,0,24,0,0,0,0,58,258,18,0.93023255814,1.0
2018-11-10 05:00:00,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1.0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1.0,20,0,0,2,0,0,22,94,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,1.0,94,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,110,0,1.0,89,0,0,89,1,2,3,0,8,349,0,1.0,1.0
2018-11-11 05:00:00,1,0,3,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1.0,1,0,3,0,0,0,0,0,1,0,19,0,0,0,0,1,0,0,0,0,0,0,0,24,1,0.958333333333,6,0,3,0,0,0,9,93,0,26,1,0,0,0,0,6,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,1.0,93,0,26,5,0,0,0,0,6,0,0,0,146,0,0,0,276,0,1.0,137,0,87,224,19,0,19,0,23,943,1,0.998939554613,1.0
2018-11-12 05:00:00,7,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,16,1,498,0.9375,7,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,1.0,7,0,0,0,0,0,7,115,0,20,0,0,0,0,0,7,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,1.0,115,0,20,1,0,0,0,0,7,0,0,0,297,0,0,0,440,0,1.0,166,0,286,452,4,5,9,0,510,1482,1,0.999325236167,1.0
2018-11-13 05:00:00,16,0,9,0,0,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,292,1.0,16,0,9,0,0,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,0,1.0,0,0,9,0,0,0,9,37,0,4,5,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,1.0,37,0,4,6,0,0,0,0,0,0,0,0,115,0,0,0,162,0,1.0,109,0,143,252,0,7,7,0,323,611,0,1.0,1.0
2018-11-14 05:00:00,31,0,14,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,49,1,254,0.979591836735,31,0,14,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,0,1.0,6,0,14,0,0,0,20,29,0,14,6,0,0,0,0,0,0,0,0,245,0,0,2,0,0,0,0,0,0,0,0,0,0,294,2,0.993197278912,29,0,14,9,0,0,0,0,0,0,0,0,193,0,0,0,245,0,1.0,38,0,171,209,0,6,6,0,300,875,3,0.996571428571,0.991379310345
2018-11-15 05:00:00,35,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,1,0,0.978723404255,35,0,12,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,2,0.96,38,0,12,0,0,0,50,37,0,22,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,62,2,0.967741935484,8,0,22,2,0,0,0,0,2,0,0,0,0,0,0,0,34,0,1.0,57,0,0,57,4,8,12,0,47,312,5,0.983974358974,0.975903614458
2018-11-16 05:00:00,61,0,24,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,88,2,89,0.977272727273,61,0,24,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,86,2,0.976744186047,49,0,24,0,0,0,73,47,0,28,0,0,0,0,0,1,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,1.0,37,0,28,1,0,0,0,0,1,0,0,0,27,0,0,0,94,0,1.0,68,0,8,76,0,8,8,0,176,588,4,0.993197278912,1.0
2018-11-17 05:00:00,32,0,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,0,0.98,32,0,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,1,0.98,31,0,17,0,0,0,48,54,0,34,0,0,0,0,0,1,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,1.0,54,0,34,0,0,0,0,0,1,0,0,0,68,0,0,0,157,0,1.0,48,0,24,72,0,1,1,0,50,556,2,0.996402877698,1.0
2018-11-18 05:00:00,7,0,53,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,61,3,0,0.950819672131,6,0,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1.0,0,0,52,0,0,0,52,62,0,24,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1.0,59,0,24,4,0,0,0,0,0,0,0,0,9,0,0,0,96,0,1.0,25,0,5,30,25,0,25,0,61,423,3,0.992907801418,1.0
